s1_1,0,2.06109690666
s1_2,0,2.08021306992
s1_3,0,2.08602499962
s2_1,0,2.0920419693
s2_2,0,2.09579586983
s2_3,0,2.09770703316
s3_1,0,2.10224890709
s3_2,0,2.10448098183
s3_3,0,2.10758185387
s1_1,0,4.11993384361
s1_2,0,4.1251449585
s1_3,0,4.12942099571
s2_1,0,4.13363599777
s2_2,0,4.14030694962
s2_3,0,4.14399886131
s3_1,0,4.14818191528
s3_2,0,4.15191197395
s3_3,0,4.15636086464
s1_1,0,6.16334891319
s1_2,0,6.16780400276
s1_3,0,6.1723408699
s2_1,0,6.18148088455
s2_2,0,6.18412089348
s2_3,0,6.18691587448
s3_1,0,6.18950390816
s3_2,0,6.19428992271
s3_3,0,6.19629096985
s1_1,0,8.2042620182
s1_2,0,8.20974588394
s1_3,0,8.21488690376
s2_1,0,8.22300887108
s2_2,0,8.2280600071
s2_3,0,8.23112607002
s3_1,0,8.23722100258
s3_2,0,8.24023294449
s3_3,0,8.24644589424
s1_1,0,10.2547600269
s1_2,0,10.2600960732
s1_3,0,10.2648720741
s2_1,0,10.2716429234
s2_2,0,10.277066946
s2_3,0,10.2849910259
s3_1,0,10.2888288498
s3_2,0,10.2914149761
s3_3,0,10.2935709953
s1_1,0,12.3040139675
s1_2,0,12.3114299774
s1_3,0,12.3185989857
s2_1,0,12.3259298801
s2_2,0,12.333468914
s2_3,0,12.338917017
s3_1,0,12.3444049358
s3_2,0,12.3490970135
s3_3,0,12.352410078
s1_1,59,14.3630020618
s1_2,0,14.3692538738
s1_3,59,14.3722369671
s2_1,0,14.3763349056
s2_2,59,14.378620863
s2_3,59,14.3809828758
s3_1,0,14.3824779987
s3_2,0,14.3839199543
s3_3,0,14.3857290745
s1_1,59,16.3919758797
s1_2,0,16.3959460258
s1_3,59,16.39960289
s2_1,0,16.4021289349
s2_2,59,16.4060549736
s2_3,59,16.4081690311
s3_1,0,16.4109928608
s3_2,0,16.4138178825
s3_3,0,16.4163148403
s1_1,236,18.4255740643
s1_2,0,18.432379961
s1_3,236,18.4398870468
s2_1,0,18.4429960251
s2_2,236,18.4456808567
s2_3,236,18.4484300613
s3_1,0,18.4516768456
s3_2,0,18.4605100155
s3_3,0,18.4625480175
s1_1,413,20.469563961
s1_2,0,20.4741740227
s1_3,413,20.4791688919
s2_1,0,20.4855279922
s2_2,413,20.4916789532
s2_3,413,20.5064430237
s3_1,0,20.511854887
s3_2,0,20.5186049938
s3_3,0,20.5266458988
s1_1,590,22.5303518772
s1_2,0,22.5329649448
s1_3,590,22.5360949039
s2_1,0,22.5388410091
s2_2,590,22.5419430733
s2_3,590,22.5461850166
s3_1,0,22.548361063
s3_2,0,22.5503599644
s3_3,0,22.5527169704
s1_1,885,24.5623030663
s1_2,0,24.5711400509
s1_3,885,24.5790550709
s2_1,0,24.5862829685
s2_2,885,24.5954139233
s2_3,885,24.6117169857
s3_1,0,24.6196038723
s3_2,0,24.6350719929
s3_3,0,24.6472580433
s1_1,1239,26.6530320644
s1_2,0,26.6562280655
s1_3,1239,26.6594240665
s2_1,0,26.6636760235
s2_2,1239,26.6707339287
s2_3,1239,26.6750819683
s3_1,0,26.6775679588
s3_2,0,26.6801400185
s3_3,0,26.68425107
s1_1,1534,28.6902530193
s1_2,0,28.6947889328
s1_3,1534,28.7002780437
s2_1,0,28.706827879
s2_2,1534,28.7128260136
s2_3,1534,28.7172470093
s3_1,0,28.7232589722
s3_2,0,28.7260780334
s3_3,0,28.7290010452
s1_1,1534,30.7801539898
s1_2,0,30.7883739471
s1_3,1534,30.7972130775
s2_1,0,30.8018279076
s2_2,1534,30.8043179512
s2_3,1534,30.8067729473
s3_1,0,30.8125090599
s3_2,0,30.8146309853
s3_3,0,30.8164999485
s1_1,1534,32.823292017
s1_2,0,32.8269729614
s1_3,1534,32.8311300278
s2_1,0,32.8354680538
s2_2,1534,32.8421299458
s2_3,1534,32.8453369141
s3_1,0,32.8478519917
s3_2,0,32.8501279354
s3_3,0,32.8541200161
s1_1,1534,34.8597750664
s1_2,0,34.8647398949
s1_3,1534,34.870308876
s2_1,0,34.8750140667
s2_2,1534,34.8810038567
s2_3,1534,34.8863890171
s3_1,0,34.8912069798
s3_2,0,34.8993690014
s3_3,0,34.905807972
